date,currency_from,currency_to,rate
2022-11-02,CAD,PLN,2.9893
2022-11-03,USD,PLN,3.9703
2022-11-03,EUR,PLN,4.3648
2022-11-03,GBP,PLN,5.0971
2022-11-03,JPY,PLN,0.0267
2022-11-03,CHF,PLN,4.4511
2022-11-03,CAD,PLN,2.9582
2022-11-04,USD,PLN,4.0349
2022-11-04,EUR,PLN,4.2274
2022-11-04,GBP,PLN,4.9384
2022-11-04,JPY,PLN,0.0275
2022-11-04,CHF,PLN,4.4408
2022-11-04,CAD,PLN,3.019
2022-11-05,USD,PLN,3.9573
2022-11-05,EUR,PLN,4.3647
2022-11-05,GBP,PLN,5.0669
2022-11-05,JPY,PLN,0.0272
2022-11-05,CHF,PLN,4.4929
2022-11-05,CAD,PLN,3.0124
2022-11-06,USD,PLN,3.9632
2022-11-06,EUR,PLN,4.3553
2022-11-06,GBP,PLN,4.9211
2022-11-06,JPY,PLN,0.0273
2022-11-06,CHF,PLN,4.4766
2022-11-06,CAD,PLN,3.0051
2022-11-07,USD,PLN,4.0683
2022-11-07,EUR,PLN,4.2951
2022-11-07,GBP,PLN,5.0148
2022-11-07,JPY,PLN,0.027
2022-11-07,CHF,PLN,4.4526
2022-11-07,CAD,PLN,3.054
2022-11-08,USD,PLN,3.9716
2022-11-08,EUR,PLN,4.2557
2022-11-08,GBP,PLN,4.9898
2022-11-08,JPY,PLN,0.0271
2022-11-08,CHF,PLN,4.5228
2022-11-08,CAD,PLN,2.981
2022-11-09,USD,PLN,3.9296
2022-11-09,EUR,PLN,4.3139
2022-11-09,GBP,PLN,5.0077
2022-11-09,JPY,PLN,0.0027
2022-11-09,CHF,PLN,4.4635
2022-11-09,CAD,PLN,3.0114
2022-11-10,USD,PLN,4.0061
2022-11-10,EUR,PLN,4.2649
2022-11-10,GBP,PLN,4.9834
2022-11-10,JPY,PLN,0.0272
2022-11-10,CHF,PLN,0.4482
2022-11-10,CAD,PLN,2.9816
2022-11-11,USD,PLN,3.9221
2022-11-11,EUR,PLN,4.2385
2022-11-11,GBP,PLN,4.9817
2022-11-11,JPY,PLN,0.0274
2022-11-11,CHF,PLN,4.5788
2022-11-11,CAD,PLN,3.0552
2022-11-12,USD,PLN,4.0688
2022-11-12,EUR,PLN,4.3723
2022-11-12,GBP,PLN,4.961
2022-11-12,JPY,PLN,0.0266
2022-11-12,CHF,PLN,4.5814
2022-11-12,CAD,PLN,3.0387
2022-11-13,USD,PLN,3.9455
2022-11-13,EUR,PLN,4.2413
2022-11-13,GBP,PLN,4.9289
2022-11-13,JPY,PLN,0.0268
2022-11-13,CHF,PLN,4.5601
2022-11-13,CAD,PLN,3.0537
2022-11-14,USD,PLN,3.9963
2022-11-14,EUR,PLN,4.264
2022-11-14,GBP,PLN,5.0046
2022-11-14,JPY,PLN,0.0272
2022-11-14,CHF,PLN,4.4399
2022-11-14,CAD,PLN,3.0432
2022-11-15,USD,PLN,3.9476
2022-11-15,EUR,PLN,4.2792
2022-11-15,GBP,PLN,5.0958
2022-11-15,JPY,PLN,0.0275
2022-11-15,CHF,PLN,4.4147
2022-11-15,CAD,PLN,3.019
2022-11-16,USD,PLN,4.0237
2022-11-16,EUR,PLN,4.3507
2022-11-16,GBP,PLN,4.9334
2022-11-16,JPY,PLN,0.0267
2022-11-16,CHF,PLN,4.4916
2022-11-16,CAD,PLN,3.0147
2022-11-17,USD,PLN,3.9593
2022-11-17,EUR,PLN,4.2416
2022-11-17,GBP,PLN,5.0502
2022-11-17,JPY,PLN,0.0273
2022-11-17,CHF,PLN,44.6208
2022-11-17,CAD,PLN,3.0215
2022-11-18,USD,PLN,3.9256
2022-11-18,EUR,PLN,4.2732
2022-11-18,GBP,PLN,5.0792
2022-11-18,JPY,PLN,0.0274
2022-11-18,CHF,PLN,4.5606
2022-11-18,CAD,PLN,2.9982
2022-11-19,USD,PLN,4.0302
2022-11-19,EUR,PLN,4.3443
2022-11-19,GBP,PLN,4.9763
2022-11-19,JPY,PLN,0.0273
2022-11-19,CHF,PLN,4.4721
2022-11-19,CAD,PLN,3.0452
2022-11-20,USD,PLN,3.9741
2022-11-20,EUR,PLN,4.2766
2022-11-20,GBP,PLN,4.9383
2022-11-20,JPY,PLN,0.0267
2022-11-20,CHF,PLN,4.4744
2022-11-20,CAD,PLN,3.0384
2022-11-21,USD,PLN,3.9662
2022-11-21,EUR,PLN,4.3572
2022-11-21,GBP,PLN,4.9402
2022-11-21,JPY,PLN,0.0265
2022-11-21,CHF,PLN,4.4642
2022-11-21,CAD,PLN,2.9466
2022-11-22,USD,PLN,3.9646
2022-11-22,EUR,PLN,4.3371
2022-11-22,GBP,PLN,5.0517
2022-11-22,JPY,PLN,0.0269
2022-11-22,CHF,PLN,4.547
2022-11-22,CAD,PLN,2.9515
2022-11-23,USD,PLN,40.7967
2022-11-23,EUR,PLN,4.3328
2022-11-23,GBP,PLN,5.0067
2022-11-23,JPY,PLN,0.027
2022-11-23,CHF,PLN,4.487
2022-11-23,CAD,PLN,2.9488
2022-11-24,USD,PLN,3.9816
2022-11-24,EUR,PLN,4.2806
2022-11-24,GBP,PLN,4.9131
2022-11-24,JPY,PLN,0.0267
2022-11-24,CHF,PLN,4.4494
2022-11-24,CAD,PLN,2.986
2022-11-25,USD,PLN,3.9222
2022-11-25,EUR,PLN,4.2941
2022-11-25,GBP,PLN,5.023
2022-11-25,JPY,PLN,0.0268
2022-11-25,CHF,PLN,4.4369
2022-11-25,CAD,PLN,2.9911
2022-11-26,USD,PLN,3.945
2022-11-26,EUR,PLN,4.2926
2022-11-26,GBP,PLN,5.0966
2022-11-26,JPY,PLN,0.0274
2022-11-26,CHF,PLN,4.4924
2022-11-26,CAD,PLN,2.9446
2022-11-27,USD,PLN,4.0731
2022-11-27,EUR,PLN,4.2389
2022-11-27,GBP,PLN,4.9296
2022-11-27,JPY,PLN,0.0273
2022-11-27,CHF,PLN,4.5305
2022-11-27,CAD,PLN,2.9666
2022-11-28,USD,PLN,4.073
2022-11-28,EUR,PLN,4.3405
2022-11-28,GBP,PLN,5.0809
2022-11-28,JPY,PLN,0.0266
2022-11-28,CHF,PLN,4.4268
2022-11-28,CAD,PLN,3.0508
2022-11-29,USD,PLN,4.0166
2022-11-29,EUR,PLN,4.3377
2022-11-29,GBP,PLN,4.9759
2022-11-29,JPY,PLN,0.0267
2022-11-29,CHF,PLN,4.5106
2022-11-29,CAD,PLN,3.0208
2022-11-30,USD,PLN,4.069
2022-11-30,EUR,PLN,4.2547
2022-11-30,GBP,PLN,4.9601
2022-11-30,JPY,PLN,0.0268
2022-11-30,CHF,PLN,4.5359
2022-11-30,CAD,PLN,3.0166
2022-12-01,USD,PLN,4.0315
2022-12-01,EUR,PLN,4.3278
2022-12-01,GBP,PLN,4.9037
2022-12-01,JPY,PLN,0.0267
2022-12-01,CHF,PLN,4.4304
2022-12-01,CAD,PLN,3.0223
2022-12-02,USD,PLN,4.0733
2022-12-02,EUR,PLN,4.3251
2022-12-02,GBP,PLN,5.0336
2022-12-02,JPY,PLN,0.0274
2022-12-02,CHF,PLN,4.4682
2022-12-02,CAD,PLN,3.0171
2022-12-03,USD,PLN,4.0528
2022-12-03,EUR,PLN,4.2267
2022-12-03,GBP,PLN,5.0836
2022-12-03,JPY,PLN,0.0273
2022-12-03,CHF,PLN,4.5149
2022-12-03,CAD,PLN,3.0551
2022-12-04,USD,PLN,4.0351
2022-12-04,EUR,PLN,4.3511
2022-12-04,GBP,PLN,4.9143
2022-12-04,JPY,PLN,0.027
2022-12-04,CHF,PLN,4.4554
2022-12-04,CAD,PLN,2.9445
2022-12-05,USD,PLN,3.9713
2022-12-05,EUR,PLN,4.2543
2022-12-05,GBP,PLN,5.0484
2022-12-05,JPY,PLN,0.0272
2022-12-05,CHF,PLN,44.6577
2022-12-05,CAD,PLN,2.9465
2022-12-06,USD,PLN,4.0609
2022-12-06,EUR,PLN,4.307
2022-12-06,GBP,PLN,5.0506
2022-12-06,JPY,PLN,0.0267
2022-12-06,CHF,PLN,4.4483
2022-12-06,CAD,PLN,2.9416
2022-12-07,USD,PLN,3.9267
2022-12-07,EUR,PLN,4.2958
2022-12-07,GBP,PLN,5.0048
2022-12-07,JPY,PLN,0.0268
2022-12-07,CHF,PLN,4.5221
2022-12-07,CAD,PLN,2.9891
2022-12-08,USD,PLN,3.9277
2022-12-08,EUR,PLN,4.2604
2022-12-08,GBP,PLN,4.9234
2022-12-08,JPY,PLN,0.0271
2022-12-08,CHF,PLN,4.413
2022-12-08,CAD,PLN,2.9906
2022-12-09,USD,PLN,3.9481
2022-12-09,EUR,PLN,4.2503
2022-12-09,GBP,PLN,5.0536
2022-12-09,JPY,PLN,0.027
2022-12-09,CHF,PLN,4.5677
2022-12-09,CAD,PLN,2.9805
2022-12-10,USD,PLN,4.0111
2022-12-10,EUR,PLN,4.2235
2022-12-10,GBP,PLN,4.9316
2022-12-10,JPY,PLN,0.0271
2022-12-10,CHF,PLN,4.5067
2022-12-10,CAD,PLN,3.0287
2022-12-11,USD,PLN,4.0519
2022-12-11,EUR,PLN,4.3072
2022-12-11,GBP,PLN,5.0115
2022-12-11,JPY,PLN,0.0273
2022-12-11,CHF,PLN,4.4675
2022-12-11,CAD,PLN,2.9705
2022-12-12,USD,PLN,3.9664
2022-12-12,EUR,PLN,4.3177
2022-12-12,GBP,PLN,4.9962
2022-12-12,JPY,PLN,0.0265
2022-12-12,CHF,PLN,4.4557
2022-12-12,CAD,PLN,2.9574
2022-12-13,USD,PLN,4.0447
2022-12-13,EUR,PLN,4.3134
2022-12-13,GBP,PLN,49.2719
2022-12-13,JPY,PLN,0.0268
2022-12-13,CHF,PLN,4.5247
2022-12-13,CAD,PLN,3.055
2022-12-14,USD,PLN,3.9705
2022-12-14,EUR,PLN,4.3636
2022-12-14,GBP,PLN,4.9278
2022-12-14,JPY,PLN,0.0268
2022-12-14,CHF,PLN,4.4887
2022-12-14,CAD,PLN,3.0563
2022-12-15,USD,PLN,4.0153
2022-12-15,EUR,PLN,4.3062
2022-12-15,GBP,PLN,4.9912
2022-12-15,JPY,PLN,0.0272
2022-12-15,CHF,PLN,4.582
2022-12-15,CAD,PLN,3.0431
2022-12-16,USD,PLN,4.0039
2022-12-16,EUR,PLN,4.3072
2022-12-16,GBP,PLN,5.0522
2022-12-16,JPY,PLN,0.0274
2022-12-16,CHF,PLN,4.5754
2022-12-16,CAD,PLN,3.0199
2022-12-17,USD,PLN,3.9633
2022-12-17,EUR,PLN,4.3485
2022-12-17,GBP,PLN,4.9073
2022-12-17,JPY,PLN,0.0275
2022-12-17,CHF,PLN,4.5495
2022-12-17,CAD,PLN,3.0048
2022-12-18,USD,PLN,0.3936
2022-12-18,EUR,PLN,4.3462
2022-12-18,GBP,PLN,5.0643
2022-12-18,JPY,PLN,0.0266
2022-12-18,CHF,PLN,4.4486
2022-12-18,CAD,PLN,3.0473
2022-12-19,USD,PLN,4.0357
2022-12-19,EUR,PLN,4.2293
2022-12-19,GBP,PLN,4.9842
2022-12-19,JPY,PLN,0.0027
2022-12-19,CHF,PLN,4.4781
2022-12-19,CAD,PLN,3.0267
2022-12-20,USD,PLN,4.0013
2022-12-20,EUR,PLN,4.2959
2022-12-20,GBP,PLN,5.0371
2022-12-20,JPY,PLN,0.0027
2022-12-20,CHF,PLN,4.5704
2022-12-20,CAD,PLN,3.0284
2022-12-21,USD,PLN,3.9662
2022-12-21,EUR,PLN,4.226
2022-12-21,GBP,PLN,4.9789
2022-12-21,JPY,PLN,0.0275
2022-12-21,CHF,PLN,0.455
2022-12-21,CAD,PLN,2.9761
2022-12-22,USD,PLN,3.9807
2022-12-22,EUR,PLN,4.3283
2022-12-22,GBP,PLN,5.0453
2022-12-22,JPY,PLN,0.027
2022-12-22,CHF,PLN,4.5638
2022-12-22,CAD,PLN,3.0599
2022-12-23,USD,PLN,3.9564
2022-12-23,EUR,PLN,4.3205
2022-12-23,GBP,PLN,5.0332
2022-12-23,JPY,PLN,0.0027
2022-12-23,CHF,PLN,4.4566
2022-12-23,CAD,PLN,3.0222
2022-12-24,USD,PLN,4.0424
2022-12-24,EUR,PLN,4.2906
2022-12-24,GBP,PLN,4.9031
2022-12-24,JPY,PLN,0.2654
2022-12-24,CHF,PLN,0.4495
2022-12-24,CAD,PLN,3.0352
2022-12-25,USD,PLN,0.3982
2022-12-25,EUR,PLN,42.2321
2022-12-25,GBP,PLN,5.0307
2022-12-25,JPY,PLN,0.0271
2022-12-25,CHF,PLN,4.5058
2022-12-25,CAD,PLN,2.9492
2022-12-26,USD,PLN,0.3966
2022-12-26,EUR,PLN,42.7091
2022-12-26,GBP,PLN,4.9029
2022-12-26,JPY,PLN,0.0266
2022-12-26,CHF,PLN,4.416
2022-12-26,CAD,PLN,3.03
2022-12-27,USD,PLN,3.9871
2022-12-27,EUR,PLN,4.292
2022-12-27,GBP,PLN,5.0997
2022-12-27,JPY,PLN,0.0273
2022-12-27,CHF,PLN,4.5481
2022-12-27,CAD,PLN,3.0427
2022-12-28,USD,PLN,4.0145
2022-12-28,EUR,PLN,4.2629
2022-12-28,GBP,PLN,5.0403
2022-12-28,JPY,PLN,0.0267
2022-12-28,CHF,PLN,4.4241
2022-12-28,CAD,PLN,2.9427
2022-12-29,USD,PLN,4.056
2022-12-29,EUR,PLN,4.2336
2022-12-29,GBP,PLN,5.0868
2022-12-29,JPY,PLN,0.0267
2022-12-29,CHF,PLN,4.5551
2022-12-29,CAD,PLN,2.9767
2022-12-30,USD,PLN,3.9781
2022-12-30,EUR,PLN,4.2228
2022-12-30,GBP,PLN,5.0782
2022-12-30,JPY,PLN,0.0269
2022-12-30,CHF,PLN,4.4988
2022-12-30,CAD,PLN,2.9764
2022-12-31,USD,PLN,3.9531
2022-12-31,EUR,PLN,4.3084
2022-12-31,GBP,PLN,4.9219
2022-12-31,JPY,PLN,0.0269
2022-12-31,CHF,PLN,4.4303
2022-12-31,CAD,PLN,3.0109
2023-01-01,USD,PLN,4.0363
2023-01-01,EUR,PLN,4.2694
2023-01-01,GBP,PLN,4.925
2023-01-01,JPY,PLN,0.0266
2023-01-01,CHF,PLN,4.4879
2023-01-01,CAD,PLN,3.0343
2023-01-02,USD,PLN,4.029
2023-01-02,EUR,PLN,4.2535
2023-01-02,GBP,PLN,5.0731
2023-01-02,JPY,PLN,0.027
2023-01-02,CHF,PLN,4.5858
2023-01-02,CAD,PLN,2.9996
2023-01-03,USD,PLN,3.9287
2023-01-03,EUR,PLN,4.3772
2023-01-03,GBP,PLN,5.062
2023-01-03,JPY,PLN,0.0273
2023-01-03,CHF,PLN,4.423
2023-01-03,CAD,PLN,3.0376
2023-01-04,USD,PLN,3.9612
2023-01-04,EUR,PLN,4.3419
2023-01-04,GBP,PLN,5.0437
2023-01-04,JPY,PLN,0.0272
2023-01-04,CHF,PLN,4.4463
2023-01-04,CAD,PLN,3.0485
2023-01-05,USD,PLN,3.9391
2023-01-05,EUR,PLN,4.2836
2023-01-05,GBP,PLN,5.0708
2023-01-05,JPY,PLN,0.0266
2023-01-05,CHF,PLN,4.416
2023-01-05,CAD,PLN,2.9492
2023-01-06,USD,PLN,3.9771
2023-01-06,EUR,PLN,4.3242
2023-01-06,GBP,PLN,5.0269
2023-01-06,JPY,PLN,0.0265
2023-01-06,CHF,PLN,4.4381
2023-01-06,CAD,PLN,2.9656
2023-01-07,USD,PLN,4.0735
2023-01-07,EUR,PLN,4.2623
2023-01-07,GBP,PLN,4.9335
2023-01-07,JPY,PLN,0.0271
2023-01-07,CHF,PLN,4.4173
2023-01-07,CAD,PLN,2.9932
2023-01-08,USD,PLN,3.9736
2023-01-08,EUR,PLN,4.2672
2023-01-08,GBP,PLN,4.9411
2023-01-08,JPY,PLN,0.0272
2023-01-08,CHF,PLN,4.4181
2023-01-08,CAD,PLN,2.9976
2023-01-09,USD,PLN,3.9636
2023-01-09,EUR,PLN,4.28
2023-01-09,GBP,PLN,4.9731
2023-01-09,JPY,PLN,0.027
2023-01-09,CHF,PLN,4.552
2023-01-09,CAD,PLN,3.0009
2023-01-10,USD,PLN,3.9545
2023-01-10,EUR,PLN,4.2987
2023-01-10,GBP,PLN,4.9066
2023-01-10,JPY,PLN,0.0274
2023-01-10,CHF,PLN,4.5853
2023-01-10,CAD,PLN,3.0358
2023-01-11,USD,PLN,3.9685
2023-01-11,EUR,PLN,4.3692
2023-01-11,GBP,PLN,4.9038
2023-01-11,JPY,PLN,0.0273
2023-01-11,CHF,PLN,4.5401
2023-01-11,CAD,PLN,2.9533
2023-01-12,USD,PLN,4.0539
2023-01-12,EUR,PLN,4.3183
2023-01-12,GBP,PLN,4.9105
2023-01-12,JPY,PLN,0.027
2023-01-12,CHF,PLN,4.5788
2023-01-12,CAD,PLN,29.833
2023-01-13,USD,PLN,3.9567
2023-01-13,EUR,PLN,4.3146
2023-01-13,GBP,PLN,4.9906
2023-01-13,JPY,PLN,0.0266
2023-01-13,CHF,PLN,4.4418
2023-01-13,CAD,PLN,2.9661
2023-01-14,USD,PLN,4.0209
2023-01-14,EUR,PLN,4.2529
2023-01-14,GBP,PLN,4.9173
2023-01-14,JPY,PLN,0.0269
2023-01-14,CHF,PLN,4.5434
2023-01-14,CAD,PLN,2.9978
2023-01-15,USD,PLN,0.4069
2023-01-15,EUR,PLN,4.3378
2023-01-15,GBP,PLN,5.098
2023-01-15,JPY,PLN,0.0273
2023-01-15,CHF,PLN,4.4131
2023-01-15,CAD,PLN,2.9714
2023-01-16,USD,PLN,3.9789
2023-01-16,EUR,PLN,4.3394
2023-01-16,GBP,PLN,4.9998
2023-01-16,JPY,PLN,0.0274
2023-01-16,CHF,PLN,4.4739
2023-01-16,CAD,PLN,2.9588
2023-01-17,USD,PLN,3.9851
2023-01-17,EUR,PLN,4.3788
2023-01-17,GBP,PLN,4.9067
2023-01-17,JPY,PLN,0.0265
2023-01-17,CHF,PLN,4.5292
2023-01-17,CAD,PLN,2.995
2023-01-18,USD,PLN,4.0604
2023-01-18,EUR,PLN,4.2582
2023-01-18,GBP,PLN,5.0868
2023-01-18,JPY,PLN,0.0266
2023-01-18,CHF,PLN,4.5704
2023-01-18,CAD,PLN,2.985
2023-01-19,USD,PLN,4.0161
2023-01-19,EUR,PLN,4.2356
2023-01-19,GBP,PLN,4.9965
2023-01-19,JPY,PLN,0.0268
2023-01-19,CHF,PLN,4.5569
2023-01-19,CAD,PLN,2.9532
2023-01-20,USD,PLN,4.0723
2023-01-20,EUR,PLN,4.3322
2023-01-20,GBP,PLN,5.0805
2023-01-20,JPY,PLN,0.0265
2023-01-20,CHF,PLN,4.5394
2023-01-20,CAD,PLN,2.9903
2023-01-21,USD,PLN,0.3974
2023-01-21,EUR,PLN,4.2459
2023-01-21,GBP,PLN,5.0232
2023-01-21,JPY,PLN,0.0268
2023-01-21,CHF,PLN,4.5112
2023-01-21,CAD,PLN,2.9866
2023-01-22,USD,PLN,4.0187
2023-01-22,EUR,PLN,4.3802
2023-01-22,GBP,PLN,5.0237
2023-01-22,JPY,PLN,0.0267
2023-01-22,CHF,PLN,4.5387
2023-01-22,CAD,PLN,3.034
2023-01-23,USD,PLN,3.9989
2023-01-23,EUR,PLN,4.3482
2023-01-23,GBP,PLN,5.037
2023-01-23,JPY,PLN,0.0267
2023-01-23,CHF,PLN,4.5799
2023-01-23,CAD,PLN,3.0015
2023-01-24,USD,PLN,3.9396
2023-01-24,EUR,PLN,4.3249
2023-01-24,GBP,PLN,5.0607
2023-01-24,JPY,PLN,0.0266
2023-01-24,CHF,PLN,4.5778
2023-01-24,CAD,PLN,2.969
2023-01-25,USD,PLN,4.0093
2023-01-25,EUR,PLN,4.3121
2023-01-25,GBP,PLN,5.0144
2023-01-25,JPY,PLN,0.0275
2023-01-25,CHF,PLN,4.5657
2023-01-25,CAD,PLN,2.9787
2023-01-26,USD,PLN,3.9403
2023-01-26,EUR,PLN,4.3753
2023-01-26,GBP,PLN,5.0809
2023-01-26,JPY,PLN,0.0268
2023-01-26,CHF,PLN,4.4178
2023-01-26,CAD,PLN,3.01
2023-01-27,USD,PLN,4.0492
2023-01-27,EUR,PLN,0.4329
2023-01-27,GBP,PLN,4.9256
2023-01-27,JPY,PLN,0.027
2023-01-27,CHF,PLN,4.5572
2023-01-27,CAD,PLN,2.9882
2023-01-28,USD,PLN,3.9208
2023-01-28,EUR,PLN,4.2441
2023-01-28,GBP,PLN,4.965
2023-01-28,JPY,PLN,0.0271
2023-01-28,CHF,PLN,4.572
2023-01-28,CAD,PLN,2.9619
2023-01-29,USD,PLN,3.9421
2023-01-29,EUR,PLN,4.2488
2023-01-29,GBP,PLN,5.0929
2023-01-29,JPY,PLN,0.0268
2023-01-29,CHF,PLN,4.5767
2023-01-29,CAD,PLN,3.0368
2023-01-30,USD,PLN,3.9573
2023-01-30,EUR,PLN,4.3299
2023-01-30,GBP,PLN,5.0281
2023-01-30,JPY,PLN,0.0273
2023-01-30,CHF,PLN,4.5395
2023-01-30,CAD,PLN,3.0292
2023-01-31,USD,PLN,3.9744
2023-01-31,EUR,PLN,4.3334
2023-01-31,GBP,PLN,4.9797
2023-01-31,JPY,PLN,0.0273
2023-01-31,CHF,PLN,4.5877
2023-01-31,CAD,PLN,2.9501
2023-02-01,USD,PLN,3.9973
2023-02-01,EUR,PLN,4.2642
2023-02-01,GBP,PLN,4.9231
2023-02-01,JPY,PLN,0.0269
2023-02-01,CHF,PLN,4.4863
2023-02-01,CAD,PLN,2.9809
2023-02-02,USD,PLN,3.9852
2023-02-02,EUR,PLN,4.3565
2023-02-02,GBP,PLN,5.0129
2023-02-02,JPY,PLN,0.0274
2023-02-02,CHF,PLN,4.528
2023-02-02,CAD,PLN,2.9864
2023-02-03,USD,PLN,3.958
2023-02-03,EUR,PLN,4.3744
2023-02-03,GBP,PLN,5.0273
2023-02-03,JPY,PLN,0.0268
2023-02-03,CHF,PLN,0.4452
2023-02-03,CAD,PLN,2.9672
2023-02-04,USD,PLN,3.9668
2023-02-04,EUR,PLN,4.2907
2023-02-04,GBP,PLN,5.0398
2023-02-04,JPY,PLN,0.0267
2023-02-04,CHF,PLN,4.4683
2023-02-04,CAD,PLN,2.99
2023-02-05,USD,PLN,4.062
2023-02-05,EUR,PLN,4.2447
2023-02-05,GBP,PLN,4.9699
2023-02-05,JPY,PLN,0.0271
2023-02-05,CHF,PLN,4.4518
2023-02-05,CAD,PLN,3.0075
2023-02-06,USD,PLN,3.9647
2023-02-06,EUR,PLN,4.3691
2023-02-06,GBP,PLN,5.0617
2023-02-06,JPY,PLN,0.027
2023-02-06,CHF,PLN,4.5341
2023-02-06,CAD,PLN,2.9753
2023-02-07,USD,PLN,39.5621
2023-02-07,EUR,PLN,4.3671
2023-02-07,GBP,PLN,4.9647
2023-02-07,JPY,PLN,0.0272
2023-02-07,CHF,PLN,4.5887
2023-02-07,CAD,PLN,3.0232
2023-02-08,USD,PLN,3.9545
2023-02-08,EUR,PLN,4.354
2023-02-08,GBP,PLN,4.9601
2023-02-08,JPY,PLN,0.0271
2023-02-08,CHF,PLN,4.5549
2023-02-08,CAD,PLN,2.945
2023-02-09,USD,PLN,4.0016
2023-02-09,EUR,PLN,4.2493
2023-02-09,GBP,PLN,4.9023
2023-02-09,JPY,PLN,0.0266
2023-02-09,CHF,PLN,4.4105
2023-02-09,CAD,PLN,2.994
2023-02-10,USD,PLN,3.9228
2023-02-10,EUR,PLN,4.2907
2023-02-10,GBP,PLN,4.9949
2023-02-10,JPY,PLN,0.0274
2023-02-10,CHF,PLN,4.4242
2023-02-10,CAD,PLN,2.9721
2023-02-11,USD,PLN,3.9674
2023-02-11,EUR,PLN,4.2907
2023-02-11,GBP,PLN,5.0214
2023-02-11,JPY,PLN,0.0271
2023-02-11,CHF,PLN,4.4465
2023-02-11,CAD,PLN,3.0551
2023-02-12,USD,PLN,3.9803
2023-02-12,EUR,PLN,4.2752
2023-02-12,GBP,PLN,5.0843
2023-02-12,JPY,PLN,0.0275
2023-02-12,CHF,PLN,4.5125
2023-02-12,CAD,PLN,3.0451
2023-02-13,USD,PLN,3.9838
2023-02-13,EUR,PLN,4.3534
2023-02-13,GBP,PLN,4.9673
2023-02-13,JPY,PLN,0.0268
2023-02-13,CHF,PLN,4.5159
2023-02-13,CAD,PLN,3.0349
2023-02-14,USD,PLN,4.0785
2023-02-14,EUR,PLN,4.3387
2023-02-14,GBP,PLN,4.9936
2023-02-14,JPY,PLN,0.0272
2023-02-14,CHF,PLN,4.4506
2023-02-14,CAD,PLN,3.0396
2023-02-15,USD,PLN,3.9463
2023-02-15,EUR,PLN,4.3557
2023-02-15,GBP,PLN,4.9046
2023-02-15,JPY,PLN,0.0275
2023-02-15,CHF,PLN,4.4476
2023-02-15,CAD,PLN,3.0159
2023-02-16,USD,PLN,3.9535
2023-02-16,EUR,PLN,4.2303
2023-02-16,GBP,PLN,5.0043
2023-02-16,JPY,PLN,0.0271
2023-02-16,CHF,PLN,4.4478
2023-02-16,CAD,PLN,2.9438
2023-02-17,USD,PLN,4.0092
2023-02-17,EUR,PLN,4.3627
2023-02-17,GBP,PLN,5.0653
2023-02-17,JPY,PLN,0.027
2023-02-17,CHF,PLN,4.561
2023-02-17,CAD,PLN,2.9451
2023-02-18,USD,PLN,3.9382
2023-02-18,EUR,PLN,4.3116
2023-02-18,GBP,PLN,5.076
2023-02-18,JPY,PLN,0.0273
2023-02-18,CHF,PLN,4.5884
2023-02-18,CAD,PLN,3.0494
2023-02-19,USD,PLN,40.5783
2023-02-19,EUR,PLN,4.2435
2023-02-19,GBP,PLN,4.9141
2023-02-19,JPY,PLN,0.0269
2023-02-19,CHF,PLN,4.5714
2023-02-19,CAD,PLN,2.9743
2023-02-20,USD,PLN,3.9734
2023-02-20,EUR,PLN,4.3386
2023-02-20,GBP,PLN,4.9088
2023-02-20,JPY,PLN,0.0266
2023-02-20,CHF,PLN,4.4292
2023-02-20,CAD,PLN,3.0089
2023-02-21,USD,PLN,3.9501
2023-02-21,EUR,PLN,4.3368
2023-02-21,GBP,PLN,4.9287
2023-02-21,JPY,PLN,0.0272
2023-02-21,CHF,PLN,4.5491
2023-02-21,CAD,PLN,3.0251
2023-02-22,USD,PLN,4.078
2023-02-22,EUR,PLN,4.2631
2023-02-22,GBP,PLN,4.937
2023-02-22,JPY,PLN,0.0265
2023-02-22,CHF,PLN,44.3597
2023-02-22,CAD,PLN,3.0332
2023-02-23,USD,PLN,4.0025
2023-02-23,EUR,PLN,4.2212
2023-02-23,GBP,PLN,5.0201
2023-02-23,JPY,PLN,0.0268
2023-02-23,CHF,PLN,4.4614
2023-02-23,CAD,PLN,3.0577
2023-02-24,USD,PLN,3.9903
2023-02-24,EUR,PLN,4.3345
2023-02-24,GBP,PLN,4.9711
2023-02-24,JPY,PLN,0.027
2023-02-24,CHF,PLN,4.5118
2023-02-24,CAD,PLN,2.9592
2023-02-25,USD,PLN,4.0226
2023-02-25,EUR,PLN,4.2868
2023-02-25,GBP,PLN,5.0466
2023-02-25,JPY,PLN,0.0274
2023-02-25,CHF,PLN,4.5169
2023-02-25,CAD,PLN,3.0151
2023-02-26,USD,PLN,3.9487
2023-02-26,EUR,PLN,4.2316
2023-02-26,GBP,PLN,5.0508
2023-02-26,JPY,PLN,0.0275
2023-02-26,CHF,PLN,4.4299
2023-02-26,CAD,PLN,2.9907
2023-02-27,USD,PLN,3.9822
2023-02-27,EUR,PLN,4.2342
2023-02-27,GBP,PLN,4.9044
2023-02-27,JPY,PLN,0.0269
2023-02-27,CHF,PLN,4.5832
2023-02-27,CAD,PLN,3.0453
2023-02-28,USD,PLN,3.9314
2023-02-28,EUR,PLN,4.3402
2023-02-28,GBP,PLN,49.9435
2023-02-28,JPY,PLN,0.0272
2023-02-28,CHF,PLN,4.4147
